Number_of_Priors,Age_Above_FourtyFive,Age_Below_TwentyFive,Female,Misdemeanor,ethnicity,jobhelp,wage
2.108028191,yes,no,Male,no,Caucasian,0,0.803157575
0,no,no,Male,yes,Caucasian,1,1.120768853
0,no,no,Male,no,Caucasian,1,1.084585504
4.005253563,yes,no,Male,no,Caucasian,1,1.259000006
0,no,no,Male,no,African_American,1,1.106351646
4.005253563,yes,no,Male,no,African_American,1,1.100045776
0,no,no,Male,no,Caucasian,1,1.071018719
0.421605638,no,no,Female,no,Caucasian,0,0.940586213
0.421605638,no,no,Male,yes,Caucasian,1,0.888624535
0,yes,no,Female,yes,Caucasian,1,1.009168514
1.475619734,no,no,Female,yes,Caucasian,1,0.869433853
4.005253563,yes,no,Female,no,African_American,1,1.044578579
0,no,no,Male,no,African_American,0,0.875661614
0.210802819,no,yes,Male,no,African_American,0,0.668179504
0,no,no,Male,yes,African_American,1,0.933018311
4.637662021,no,no,Male,no,African_American,0,0.888970703
0.632408457,no,no,Female,no,Caucasian,1,1.066436712
0,no,yes,Male,yes,African_American,0,0.829844089
1.054014096,no,no,Male,no,African_American,1,0.860524894
0.421605638,no,yes,Male,no,Caucasian,1,0.74323367
0.843211277,yes,no,Male,yes,Caucasian,0,0.759388792
0.843211277,no,no,Male,yes,African_American,0,0.826380505
2.108028191,no,no,Male,no,Caucasian,0,0.949550265
0.421605638,no,no,Male,no,Caucasian,1,0.910538843
0.632408457,no,no,Female,no,Caucasian,0,0.712329749
0,no,no,Male,no,African_American,1,0.990898246
0,yes,no,Male,no,Caucasian,1,1.126053094
3.794450744,yes,no,Male,yes,Caucasian,1,1.305995369
0.632408457,no,yes,Male,yes,Caucasian,1,0.787376578
0.210802819,no,no,Male,no,Caucasian,1,0.777685901
0.421605638,no,yes,Male,no,African_American,1,1.070812118
1.475619734,no,no,Male,no,African_American,0,0.833888999
0.210802819,no,no,Male,yes,African_American,1,0.861382487
0.210802819,no,no,Male,no,Caucasian,1,0.964034644
0.632408457,no,yes,Male,no,African_American,1,0.664189111
1.054014096,no,no,Male,no,Caucasian,1,0.935167806
1.264816915,no,no,Male,no,African_American,1,0.833715787
0.843211277,no,no,Female,no,African_American,0,0.783037896
0.421605638,no,yes,Male,no,African_American,1,0.804116414
3.372845106,no,no,Male,no,African_American,0,0.722431668
0.421605638,yes,no,Male,yes,Caucasian,0,0.860773403
0,no,yes,Female,yes,African_American,0,0.929357069
0,no,no,Female,no,Caucasian,0,1.013546042
0.421605638,no,no,Male,no,African_American,1,0.915051116
0.421605638,no,no,Male,no,African_American,0,0.927677342
0,no,no,Male,no,Caucasian,0,1.211943656
3.372845106,yes,no,Male,yes,African_American,1,1.066224606
0.843211277,no,no,Male,no,Caucasian,1,0.975001151
0.210802819,no,no,Male,yes,Caucasian,1,0.912446357
0.843211277,no,yes,Male,no,African_American,0,0.905052937
1.054014096,yes,no,Male,no,African_American,1,0.974481712
0.210802819,no,yes,Male,no,African_American,0,0.837020163
1.475619734,no,no,Male,no,African_American,0,0.821674818
0.210802819,yes,no,Male,yes,Caucasian,0,0.838029437
0.210802819,no,yes,Male,yes,African_American,1,0.812233574
0.421605638,no,no,Male,yes,Caucasian,0,0.801074509
0.632408457,no,yes,Male,no,Caucasian,1,0.704521086
0,yes,no,Male,yes,Caucasian,1,1.066287514
0.210802819,yes,no,Male,no,Caucasian,0,0.658188889
4.84846484,yes,no,Male,no,African_American,0,0.750168383
0.210802819,yes,no,Male,yes,Caucasian,0,0.82534053
0.210802819,no,no,Male,no,Caucasian,0,0.958006777
0,no,yes,Female,no,African_American,1,0.919123173
0.210802819,no,no,Male,no,Caucasian,1,0.85041586
0.421605638,no,no,Male,no,African_American,0,0.953665139
0,no,no,Male,no,African_American,1,1.189892988
0.421605638,no,no,Male,no,African_American,1,0.984277418
2.31883101,no,no,Male,yes,African_American,1,0.905240351
0.421605638,no,no,Male,no,African_American,0,1.00022505
0.632408457,no,yes,Male,no,African_American,1,0.807650933
0,no,yes,Male,no,African_American,1,0.953893528
0,no,yes,Male,no,African_American,0,0.964178695
0.210802819,no,yes,Male,no,Caucasian,0,0.790377983
0.421605638,no,no,Male,yes,Caucasian,1,0.934662496
0.421605638,no,yes,Male,no,African_American,1,0.899450695
0.632408457,no,no,Male,no,African_American,0,0.923753219
1.054014096,no,no,Male,no,African_American,0,0.954095254
1.264816915,no,yes,Male,no,Caucasian,1,1.195562251
0,no,no,Female,no,Caucasian,1,1.168698536
3.162042287,yes,no,Female,no,Caucasian,0,0.820954645
0.210802819,yes,no,Male,no,Caucasian,0,0.601665924
0.210802819,no,yes,Male,no,African_American,0,1.058879464
0.210802819,no,no,Male,yes,Caucasian,1,0.873958966
0.210802819,no,yes,Male,yes,African_American,0,1.018041357
0,no,no,Male,yes,African_American,0,1.038174993
1.897225372,no,no,Male,yes,Caucasian,0,1.066307785
0.421605638,no,yes,Male,no,African_American,0,0.73908893
0.843211277,no,no,Male,yes,Caucasian,1,1.036798803
0.421605638,no,no,Female,yes,African_American,1,0.913786893
0.632408457,yes,no,Male,no,African_American,0,0.731560065
0.421605638,no,no,Male,no,African_American,0,0.838032801
0.210802819,no,yes,Male,no,African_American,0,0.856590242
0.632408457,no,no,Male,no,Caucasian,0,0.880055756
1.686422553,no,no,Male,no,African_American,1,0.834293632
0.843211277,no,yes,Male,no,African_American,0,0.730601691
0.632408457,no,no,Male,no,Caucasian,1,1.018703347
5.270070478,yes,no,Female,no,African_American,1,1.340592361
3.583647925,yes,no,Male,no,African_American,0,0.813597236
3.794450744,no,no,Male,yes,African_American,0,0.694331447
1.897225372,no,no,Male,no,African_American,1,1.07728503
1.686422553,yes,no,Male,yes,Caucasian,1,1.070266769
0.632408457,yes,no,Female,yes,African_American,1,0.949405064
0.632408457,no,no,Male,no,African_American,0,0.827755024
0,no,no,Male,no,Caucasian,1,1.068323301
0.421605638,no,no,Male,no,African_American,1,1.052582623
0,no,no,Male,no,African_American,1,0.846374958
0,no,no,Male,no,African_American,1,0.957257362
0,no,yes,Male,yes,Caucasian,1,1.046808705
0.632408457,no,no,Male,no,African_American,0,0.700630554
1.475619734,no,no,Male,no,African_American,0,0.878357415
0,yes,no,Male,no,Caucasian,0,1.206575766
0,no,no,Male,no,Caucasian,1,1.099594017
0,no,no,Male,yes,Caucasian,1,1.072538707
0.421605638,no,yes,Male,no,African_American,0,0.798636943
0.843211277,yes,no,Male,yes,African_American,0,0.722478592
3.162042287,no,no,Male,no,African_American,0,0.934739686
0.210802819,no,no,Female,no,African_American,1,0.96573999
1.264816915,no,no,Female,no,Caucasian,1,1.026750894
0.210802819,no,yes,Male,no,Caucasian,0,0.688990068
0.210802819,no,no,Female,no,Caucasian,0,0.776496934
1.897225372,yes,no,Male,yes,Caucasian,1,0.932146785
1.897225372,no,no,Male,no,Caucasian,0,0.983003338
0,no,no,Female,yes,Caucasian,1,0.922159785
0.210802819,no,yes,Male,no,African_American,1,0.599171043
0.421605638,no,no,Male,yes,Caucasian,0,0.836713335
0.843211277,yes,no,Female,no,Caucasian,1,0.924548675
0.210802819,no,no,Male,yes,African_American,0,0.762692182
0,no,no,Male,yes,Caucasian,1,1.192725358
1.897225372,no,no,Male,no,African_American,0,0.883898901
0,no,yes,Male,no,Caucasian,0,0.983080803
0,no,yes,Female,no,African_American,1,0.985328617
0.421605638,no,no,Male,no,African_American,1,0.931761076
0,no,yes,Female,yes,Caucasian,1,0.956386171
0,no,no,Male,yes,African_American,1,1.023380633
1.264816915,no,no,Male,no,African_American,1,1.043375385
0,no,no,Male,no,Caucasian,1,1.136270629
0.210802819,yes,no,Male,no,Caucasian,1,0.757397435
0,no,no,Female,yes,Caucasian,1,1.189283587
0,no,no,Male,yes,Caucasian,1,1.222202893
0.210802819,no,yes,Male,no,African_American,1,0.799092915
2.108028191,yes,no,Male,no,African_American,0,0.764514798
0,no,no,Male,no,African_American,1,0.992466016
0.210802819,no,yes,Female,yes,Caucasian,0,1.041278112
0.632408457,no,yes,Male,yes,Caucasian,1,0.891257691
0,no,no,Male,no,African_American,0,0.984295224
1.686422553,no,no,Male,yes,African_American,1,0.796826643
0.843211277,no,no,Female,no,African_American,0,0.705107423
0,no,no,Male,yes,Caucasian,1,1.092262768
0.210802819,no,no,Male,no,African_American,1,0.891923943
0.843211277,no,no,Male,no,African_American,1,0.962395227
0.210802819,yes,no,Male,no,Caucasian,1,0.906699658
0.210802819,yes,no,Female,yes,African_American,0,0.730772021
0.421605638,no,no,Male,no,Caucasian,0,1.029142934
0.210802819,no,no,Male,yes,African_American,0,0.761966881
0,no,yes,Female,no,African_American,0,0.786171951
0,no,no,Male,yes,African_American,0,0.884353316
1.264816915,no,no,Male,no,Caucasian,1,1.103535871
2.951239468,no,no,Male,no,African_American,1,1.136866236
1.897225372,no,no,Male,no,African_American,1,1.121907155
0.210802819,no,yes,Male,no,African_American,0,0.723584515
0.421605638,no,no,Male,yes,Caucasian,1,0.88468898
0.210802819,yes,no,Female,no,African_American,1,0.734915189
0,no,no,Male,yes,Caucasian,1,0.930886827
0.210802819,no,no,Male,no,Caucasian,1,0.810699702
0.843211277,no,no,Male,no,African_American,0,0.715711588
0.210802819,no,no,Male,yes,African_American,1,0.982271075
0,yes,no,Male,no,Caucasian,1,0.94201601
0,no,no,Male,yes,Caucasian,1,1.182145869
0.421605638,no,yes,Male,no,African_American,1,0.955912322
0,no,no,Male,no,African_American,1,0.981005237
0,no,no,Female,no,African_American,1,1.028794667
0,no,no,Male,no,Caucasian,0,0.939367412
1.475619734,no,no,Male,yes,African_American,0,0.771394517
0.421605638,no,no,Male,no,African_American,1,0.897797879
0.421605638,no,no,Male,no,African_American,1,0.922521012
1.475619734,yes,no,Male,no,Caucasian,1,0.874433965
0.843211277,no,no,Male,no,African_American,0,1.157982534
0.632408457,yes,no,Male,no,Caucasian,0,0.755195723
0.421605638,yes,no,Female,no,Caucasian,0,0.806445036
0.210802819,no,yes,Male,no,African_American,1,0.838217095
1.897225372,no,no,Male,yes,African_American,1,1.037124056
0.632408457,no,no,Male,yes,Caucasian,0,0.837670437
0,no,no,Male,no,African_American,1,1.110189328
1.264816915,no,no,Male,yes,African_American,0,1.02533655
1.054014096,no,yes,Female,no,Caucasian,1,0.902436417
2.951239468,no,no,Male,no,African_American,1,1.202961452
0,no,no,Male,yes,Caucasian,1,1.090306042
0,yes,no,Male,no,Caucasian,1,1.106990998
0,no,no,Male,no,Caucasian,1,0.990816573
1.897225372,no,no,Male,no,African_American,1,1.300950755
1.054014096,no,no,Male,yes,Caucasian,1,0.946833441
0,no,yes,Male,yes,Caucasian,1,0.864257138
1.054014096,no,yes,Male,no,African_American,1,0.820918204
1.897225372,yes,no,Female,no,Caucasian,1,1.004501531
0,no,no,Female,yes,African_American,0,1.176286122
0.210802819,yes,no,Female,yes,Caucasian,0,0.895401505
3.372845106,no,no,Male,yes,African_American,0,0.864347799
0.421605638,no,no,Male,yes,Caucasian,1,0.812433539
2.31883101,no,no,Female,no,African_American,0,0.767040378
0,yes,no,Female,yes,Caucasian,1,0.983804094
1.264816915,no,yes,Female,yes,African_American,1,1.16733388
3.372845106,no,no,Male,no,African_American,0,0.6802547
0,yes,no,Male,yes,Caucasian,0,1.119750021
0.632408457,no,no,Male,yes,African_American,0,0.798642346
1.054014096,no,no,Female,no,Caucasian,1,1.186681993
0.421605638,no,no,Female,no,Caucasian,1,0.834489846
0,no,no,Male,no,African_American,1,1.014465957
0.210802819,yes,no,Male,no,African_American,0,0.645874364
2.108028191,no,no,Male,no,African_American,0,0.94455911
0.421605638,no,no,Male,no,Caucasian,0,1.059951216
0,no,no,Male,yes,Caucasian,0,1.315398614
0,no,no,Male,no,African_American,1,1.083027181
0,no,no,Male,no,Caucasian,1,1.302408496
0.421605638,no,no,Male,no,Caucasian,1,1.074903865
0,yes,no,Male,no,African_American,1,0.886899083
0.421605638,yes,no,Male,no,Caucasian,1,0.891020421
4.426859202,no,no,Male,no,African_American,0,0.757375038
0,no,yes,Male,no,African_American,0,0.881650228
1.475619734,no,no,Male,no,African_American,1,1.127424956
0,no,no,Female,no,African_American,1,1.05562015
1.686422553,yes,no,Male,yes,African_American,1,0.965439996
0.210802819,no,no,Female,no,African_American,1,0.772474031
0.210802819,no,yes,Male,no,African_American,0,0.691339589
1.475619734,yes,no,Male,no,African_American,1,0.823951385
0,no,no,Male,no,Caucasian,0,1.140321278
0.843211277,no,no,Male,yes,African_American,0,0.755696731
0.632408457,yes,no,Male,yes,Caucasian,0,0.857813603
0,no,no,Male,yes,African_American,1,0.894364704
0,no,yes,Male,no,African_American,1,1.100637956
0,no,yes,Male,no,Caucasian,1,1.047136331
0.632408457,no,no,Male,no,African_American,0,0.782300248
0.421605638,no,no,Male,no,Caucasian,0,0.924397457
0.210802819,no,no,Male,yes,Caucasian,1,0.886448845
0,yes,no,Male,yes,Caucasian,1,1.037812151
1.054014096,no,no,Female,no,African_American,0,0.874652235
0,no,no,Female,yes,Caucasian,0,1.003561216
2.31883101,no,no,Male,no,African_American,0,0.773918525
3.162042287,no,no,Male,no,African_American,1,1.196616895
2.31883101,no,no,Male,no,Caucasian,1,1.309985716
0,no,yes,Male,no,African_American,0,1.014562221
1.264816915,yes,no,Male,yes,African_American,1,0.815935387
0.843211277,no,yes,Female,no,African_American,1,0.920420033
2.740436649,no,no,Male,no,African_American,0,0.84515494
0.843211277,no,no,Male,no,Caucasian,1,1.014911036
1.054014096,yes,no,Female,yes,Caucasian,0,0.82637805
0.421605638,no,no,Male,no,African_American,1,1.185910562
1.475619734,no,no,Male,no,African_American,0,0.738226162
0.632408457,no,no,Male,no,African_American,1,0.923383927
3.162042287,yes,no,Male,no,African_American,1,0.903148553
0.421605638,no,no,Female,no,Caucasian,0,0.960757836
0.843211277,yes,no,Female,no,African_American,1,0.950220673
0.210802819,no,yes,Male,no,African_American,1,0.926618499
0,no,no,Male,yes,Caucasian,1,0.924882337
0,no,yes,Female,no,African_American,0,0.942140686
0,no,no,Male,no,Caucasian,1,1.272733085
0.210802819,no,yes,Female,no,African_American,0,0.709443753
0,no,no,Male,no,African_American,0,0.979008403
0.210802819,no,no,Male,no,African_American,1,0.867433226
0,no,no,Male,yes,Caucasian,1,1.137176249
0.210802819,no,no,Male,no,African_American,1,0.939858333
0,no,no,Male,yes,Caucasian,1,1.240859686
0,no,no,Female,no,Caucasian,1,1.090496686
0.843211277,no,no,Male,no,African_American,1,0.954142824
0,no,no,Male,no,African_American,0,1.282485238
0,no,no,Female,yes,Caucasian,1,1.144052622
0.632408457,no,no,Male,yes,African_American,0,0.869054576
1.054014096,no,no,Male,no,African_American,0,0.724393905
0.632408457,no,no,Male,no,Caucasian,1,0.963526491
0,no,yes,Female,no,African_American,1,0.878110514
1.686422553,no,no,Male,no,African_American,1,1.017538282
0,yes,no,Male,no,African_American,0,0.844082461
1.475619734,no,no,Male,no,African_American,0,0.783623931
1.686422553,no,no,Male,no,African_American,0,0.78045891
0.421605638,no,no,Male,no,African_American,0,0.828777973
0.632408457,no,no,Male,no,African_American,1,1.059854861
2.108028191,no,yes,Male,no,Caucasian,1,1.121411985
1.264816915,no,no,Male,no,African_American,1,0.941124385
0,no,no,Male,no,African_American,1,0.844853833
0.421605638,no,no,Male,yes,Caucasian,1,0.861170502
0.210802819,no,yes,Male,no,Caucasian,1,0.776336147
0.632408457,no,no,Female,yes,African_American,1,0.923658536
0.421605638,no,no,Male,no,African_American,0,0.785886821
0.210802819,no,no,Female,no,Caucasian,1,1.143299294
1.475619734,no,no,Male,yes,Caucasian,1,1.020702527
0,no,yes,Female,no,Caucasian,1,0.885684535
0,no,no,Male,yes,African_American,1,0.985973131
0,no,yes,Male,no,African_American,0,0.804350965
1.686422553,no,no,Male,no,Caucasian,0,0.915738131
0.421605638,no,no,Female,no,Caucasian,1,0.965798987
0.843211277,no,no,Male,no,Caucasian,1,1.020519662
0.843211277,no,no,Male,no,African_American,1,0.784604313
0,no,yes,Male,no,African_American,1,0.922316498
0,no,no,Female,no,African_American,0,1.03153193
0,no,yes,Male,yes,Caucasian,1,0.867525091
0.632408457,no,no,Male,yes,African_American,0,0.950249051
0.210802819,no,no,Male,yes,African_American,1,0.952653958
0,no,no,Female,yes,African_American,1,1.258552104
0,yes,no,Male,yes,Caucasian,0,1.015793722
0.210802819,no,no,Male,yes,Caucasian,1,0.925764572
0,no,yes,Male,no,Caucasian,1,1.009705378
1.686422553,no,no,Male,no,African_American,0,0.857001016
0.210802819,no,yes,Male,yes,African_American,1,0.602311504
1.475619734,yes,no,Female,yes,African_American,0,0.596104245
1.054014096,yes,no,Male,no,Caucasian,1,0.897677497
0,no,yes,Male,yes,Caucasian,1,0.943549229
0,no,no,Female,yes,African_American,0,1.00548866
0,no,no,Male,no,Caucasian,1,0.909676222
0,no,no,Male,yes,African_American,1,0.860820026
0.210802819,no,yes,Male,no,African_American,0,0.645701254
1.897225372,no,no,Male,no,African_American,0,0.953631187
0,no,yes,Male,no,African_American,1,0.795969416
0.210802819,no,no,Male,no,African_American,1,0.794241497
0.421605638,no,no,Male,yes,African_American,0,0.858019366
0,no,no,Male,yes,Caucasian,0,1.068240632
0,no,no,Male,yes,African_American,1,1.014749433
0,yes,no,Male,yes,African_American,1,1.159237272
0,no,no,Male,yes,Caucasian,1,0.993632764
0,no,no,Male,no,African_American,1,0.96991488
0,no,no,Male,no,African_American,1,0.949636551
1.897225372,no,no,Male,no,Caucasian,1,1.252997816
0,yes,no,Female,no,Caucasian,0,0.925937545
1.686422553,yes,no,Male,no,Caucasian,0,0.791824909
0,yes,no,Male,no,Caucasian,1,1.081894165
0,no,yes,Male,no,African_American,1,0.799551428
0.210802819,no,yes,Female,no,Caucasian,1,1.001083991
0.421605638,no,no,Male,no,African_American,1,0.962072392
0.843211277,yes,no,Male,no,African_American,0,0.648147778
0,no,yes,Male,no,African_American,0,0.946506821
1.686422553,yes,no,Male,no,Caucasian,1,0.947537432
0,no,yes,Male,yes,Caucasian,0,1.031818601
0.210802819,no,yes,Male,yes,African_American,0,0.741042837
0,no,no,Male,no,African_American,0,1.112991687
0,no,no,Female,no,African_American,1,0.873619775
1.054014096,no,no,Male,no,Caucasian,1,0.954481898
0.843211277,no,no,Male,no,African_American,1,0.909709977
